restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,remarks,lecture,cooking_specialties,drinking_specialties,usage_scenes,wifi_available,video,qr_code_payment,phone_number,private,available_drinks,reservation,child_friendly,power_supply_available,foreign_language_support,dress_code,pet_friendly,instagram,facebook,waiting,service,additional_equipment,ic_card_payment,twitter,쇼핑 직무 정보,beer_maker,인근 시설
Lounge Vista,라운지 비스타,https://retty.me/area/PRE13/ARE9/SUB902/100001268775/,03-3842-1066,식당 뷔페,"[주중]
11 : 00-12 : 20
12 : 30-13 : 30
14 : 00-15 : 20
18 : 00-22 : 30 LO20 : 30

[토요일, 일요일 및 휴일]
11 : 00-12 : 20
12 : 30-13 : 30
14 : 00-15 : 20
15 : 30-16 : 50

점심은 뷔페이며 주중에는 3 개의 섹션과 주말과 휴일에는 4 개의 섹션을 이용할 수 있습니다.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","2-2-4 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 1 분 (39m)
Toei Asakusa Line / Asakusa 역에서 도보로 1 분 (39m)
Toei Oedo Line / Kuramae Station에서 도보로 8 분 (580m)
도쿄 메트로 진 자 라인 / 타와 라마 마치 역에서 도보로 8 분 (610m)",없음,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.mugitoro.co.jp/vista/info.html,,,,"맥주, 쇼치, 와인, 위스키",당신이 모두 당신을 먹지 않는 모든 금연을 불러 일으키지 않습니다,없음,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001268775/archive/3571317-67ed036708a4d.jpg,,,,,사용 가능한 예약,,,,,불가능합니다,https://www.instagram.com/asakusa_mugitoro/,,"보기가 좋습니다
풍경은 아름답습니다",,,,,,,
バー ドラス,바르 드라,https://retty.me/area/PRE13/ARE9/SUB902/100000045152/,03-3847-5661,바 술집,"[월요일부터 금요일과 토요일]
 19:00-27:00
[일요일과 휴일]
 18:00-26:00",매월 셋째 화요일 매주 수요일,"점심:-
저녁 식사 : ~ 10,000 엔","Amex
JCB","2-2-6 Hanakawado, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (480m)
Toei Asakusa Line / Honjo Azumabashi Station에서 도보 9 분 (680m)
Tobu Isesaki Line / 도쿄 스카이 트리 역에서 도보로 12 분 (930m)",,"7 석
(그룹당 최대 3 명이 입장 할 수 있습니다.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://doras.exblog.jp/,,,,,"싱글 OK Entertainment 크리스마스 저녁 식사 저녁 식사 저녁 식사 비 흡연 늦은 밤 오픈 럭셔리 크리스마스 크리스마스 2024
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14206681.jpg,,,,,,,,,반 공식,,,,,,,,,,,
阿吽ノ和牛,아우노 와규,https://retty.me/area/PRE13/ARE9/SUB902/100001515596/,03-5830-6129,야키니쿠 호르몬,"[하루 종일]
저녁 식사 17:00-23:00 L.O. 22:30
마감 시간은 하루에 따라 다를 수 있습니다","매주 목요일마다 불규칙한 휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)
불규칙한 휴일을 사용할 수 있습니다.
가장 최근의 공휴일은 매장에 직접 확인하십시오.","점심 : ~ 1,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","4 층, 2-1-13 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 1 분 (38m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (680m)
Toei Asakusa Line / Honjo Azumabashi Station에서 도보 9 분 (690m)",없음,"32 석
(Sumida 강을 따라 4 개의 카운터, 6 개의 좌석, 3 개의 테이블)","예
(Sumida 강을 따라 4 개의 카운터)","불가능합니다
(매장 내부는 완전히 금연합니다 ... 상점 외부의 직원들을위한 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,기타 ID 및 Apple Pay는 호환됩니다,"5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스로 제공됩니다.",고기 요리 전문,"술, 쇼카, 와인, 칵테일","싱글 싱글 엔터테인먼트/음주 파티 약혼 파티 싱글 엔터테인먼트 작별 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티를 마시는 아이들과 함께 즐거운 영어 사용 가능한 개인 공간
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001515596/archive/15067777-5e5dea32056da.jpg,PayPay,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
최대 28 명까지 임대 할 수 있습니다","ALL-YOU-CAN-DRINK 가격 : 2,000-2,999 엔, 2 시간 동안 all-you-can-drink, 3 시간 이상 동안 싱글 링크",사용 가능한 예약,예,예 (무료),"영어
언어 지원 메뉴가 있습니다",,,,,"보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
나이트 뷰를 볼 수 있습니다
숨는 곳","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",,"Suica, Manaca, Icoca, Hayakaken, Nimoca, Sugoca, Quicpay",https://x.com/aunwagyu,,,
俺の生きる道 入谷店,Iriya 상점을 사는 방법,https://retty.me/area/PRE13/ARE9/SUB902/100001751269/,명확하지 않습니다,라면 지로 스타일라면,"[태양, 월요일부터 금요일, 토요일]
 11:00-14:30
 17:00-1:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁:-",,"Sky Court Iriya, 3-6-8 Senzuka, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 7 분 거리 (530m)
도쿄 메트로 히비야 라인 / 이리야 (도쿄) 역에서 도보 11 분 (850m)
도쿄 메트로 히비야 라인 / 산노 미야 스테이션 12 분 도보 (940m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36183371.jpg,,,,,,,,,,,,,,,,,https://x.com/oremichi_iriya,,,
フラミンゴ,플라밍고,https://retty.me/area/PRE13/ARE9/SUB902/100000099138/,03-3843-8853,바 샌드위치,"[하루 종일]
 18:00-25:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,"2-1-11 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (92m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 8 분 (600m)",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"혼자, 크리스마스 저녁, 세련된, 저녁 식사, 쌀, 흡연, 나이트 카페, 성인 데이트, 세련된, 메리 쿠리, 크리스마스 2024
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/7026988.jpg,,,,,,,,,,,,,,,,,,,,
納涼ハレテラス エキビア スカイツリービュー,여름 헤일 테라스 Ekivia Skytree View,https://retty.me/area/PRE13/ARE9/SUB902/100001287164/,03-3842-5755,이자카야,"[하루 종일]
저녁 식사 17:00-22:00 L.O. 21:00
[태양, 토요일, 휴일]
점심 11:00-15:00 L.O. 14:00
*2019 년 7 월 27 일 토요일, Sumida River 불꽃 놀이 축제 예정일 인 우리는 사전 예약으로 완전히 예약됩니다.","하루 종일 개점
*개장 기간*
2019/5/20 (월) -2019/9/1 (Sun)","점심 : ~ 5,000 엔
저녁 식사 : ~ 5,000 엔",,"1-4-1 Hanakawado, Taito-Ku, 도쿄 Eximise 옥상 Asakusa Hare Terrace
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 1 분 (75m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (680m)
Toei Asakusa Line / Honjo Azumabashi Station에서 도보 9 분 (720m)","없음
근처 (할인 없음) 사용 가능",160 석,,"(흡연 부스는 지정된 지역에서 구입할 수 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,우리는 야채 요리와 고기 요리에 대해 특별합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","점심으로 점심으로 먹는 린 링크 연회/음료 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001287164/archive/908913-5cd256f700efc.jpg,,,,"3,000 엔에서 3,999 엔으로 인한 싱글 링크와 4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크, 2 시간 반 동안 싱글 링크를 포함하는 코스가 포함 된 코스가 있습니다.",,"예
유아 및 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있고, 알레르기 음식을 수용 할 수 있고, 보육 시설 이용 가능",,언어를 말할 수있는 직원이 있습니다,,불가능합니다,,,"보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
나이트 뷰를 볼 수 있습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성",,"Suica, Manaca, Toica, Pitapa, Hayakane, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay, AU 지갑",,,,
串かつ でんがな 浅草店,Kushikatsu Dengana Asakusa 지점,https://retty.me/area/PRE13/ARE9/SUB902/100000739469/,03-5806-2711,이자카야 쿠시 카츠,"[월요일부터 금요일까지]
 11:30-23:30 L.O. 23:00
[태양/토요일]
 10:00-23:30 L.O. 23:00",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"1-9-7 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (130m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (470m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://stores.dengana.jp/tokyo/taito-ku/asakusa 1-9-7.html,,,,,"점심 연회/음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티를 마시는 와인 브런치 브런치 저녁 식사 저녁 식사 저녁 식사 저녁 식사 식당/저렴한 레스토랑 비 스모킹 쇼치
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21840513.jpg,,,,,,,,,,,,,,,,,,,,
串助 雷門店,Kushisuke Kaminarimon 매장,https://retty.me/area/PRE13/ARE9/SUB902/100000097198/,03-3841-8347,이자카야 꼬치 세트 식사,"[월요일부터 금요일까지]
 17:00-24:00 L.O. 23:00
[태양, 토요일, 휴일]
 16:00-23:00 L.O. 22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",,"1-2-12 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 1 분 (42m)
Tsukuba Express / Asakusa Station에서 도보로 7 분 거리 (520m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (620m)에서 도보로 8 분",,,,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,"저녁 식사, 흡연 허용",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/23475450.jpg,,,,,,,,,,,,,,,,,,,,
鮨 なか乃,스시 나카노,https://retty.me/area/PRE13/ARE9/SUB902/100001073056/,03-3842-7845,초밥 해산물과 해산물,"[하루 종일]
점심 11:00-14:00
저녁 식사 17:00-22:00",불규칙한 휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,"2-17-9 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (120m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 9 분 (650m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 10 분 (730m)",,7 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 저녁 식사, 맛있고 저렴한 레스토랑, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34449143.jpg,,,,,,,,,,,,,,,,,,,,
浅草焼肉 昊授苑,아사쿠사 야키 니쿠 호주,https://retty.me/area/PRE13/ARE9/SUB902/100001689481/,03-6231-7240,야키니쿠 호르몬,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-22:00 L.O. 21:30
자세한 내용은 공식 웹 사이트를 확인하십시오.",매주 화요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB","2-18-16 Kaminarimon, Taito-Ku, 도쿄 도시 Asakusa Kaminarimon 3f
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 1 분 (18m)
Tsukuba Express / Asakusa 역에서 도보로 7 분 거리 (560m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보 8 분 (590m)","없음
근처 (할인 없음) 사용 가능",27 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",,,,우리는 고기 요리에 대해 특별히 알고 있으며 재료를 생산합니다,"맥주, 사케, 쇼치, 와인, 위스키","점심 연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 술 마시는 와인 마시는 와인을 마시는 주차장이 있습니다.
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001689481/archive/2982840-63f09ad4ca8fe.jpg,PayPay,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (좌석) : 15 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명
예약 할 수있는 사람의 수에 대한 최저 한도 (독점 식사) 15 명
예약 할 수있는 제한된 수의 사람들 (스탠드 스탠딩 식사) 30 명",,사용 가능한 예약,"예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",예 (무료),,없음,불가능합니다,https://www.instagram.com/yakiniku_koujuen/,,"천장이 높습니다
조용한 가게
차분한 분위기
숨는 곳",놀라운 응답 가능,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Sugoca, Nanaco, Quicpay",https://x.com/kouju_en,,,
シナノヤ酒店,신나노이아 주류 상점,https://retty.me/area/PRE13/ARE9/SUB902/100000838292/,03-3841-8387,"서있는 음료, 코너","[월요일부터 금요일, 토요일, 휴일]
 11:00-24:00",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"1-5-10 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보로 2 분 거리 (130m)
Tsukuba Express / Asakusa Station에서 도보로 4 분 거리 (280m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (420m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 개인 실, 솔로, 스타일리쉬, 저녁 식사, 쌀, 흡연, 개인 실, 점심, 세련된, 개인 실
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36016362.jpg,,,,,,,,,,,https://www.instagram.com/explore/locations/1682236618746610/,,,,,,,,,
ストロバヤ,스트로바야,https://retty.me/area/PRE13/ARE9/SUB902/100000046985/,03-3841-9025,러시아 요리 수프 스테이크,"[일요일, 월요일부터 수요일, 금요일, 토요일]
점심 11:30-14:00
저녁 식사 17:00-21:00","매월 셋째 금요일 매주 목요일
다음날 목요일과 공휴일에 문을 닫았습니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당","2-15-8 Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 2 분 거리 (140m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 5 분 (390m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 10 분 (730m)",,32 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",https://www.stolovaya-asakasa.com/,,,,,"점심 연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 와인 음주 저녁 식사 쌀 비 흡연 개인 객실 점심 지불금 지불 가능
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3236409.jpg,PayPay,,,,,,,,,,,https://www.facebook.com/strobaya-157848540898881/,,,,,https://x.com/storovaya1,,,
和田平 浅草店,Wadahira Asakusa 상점,https://retty.me/area/PRE13/ARE9/SUB902/100000033031/,03-3845-5278,해산물과 해산물 요리 장어,"[하루 종일]
점심 11:00-15:00
저녁 식사 16:00-20:00",하루 종일 개점,"점심 : ~ 5,000 엔
저녁 식사 : ~ 5,000 엔",예,"1-37-5 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 3 분 거리 (200m)
Tsukuba Express / Asakusa 역에서 도보로 5 분 거리 (400m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보 8 분 (590m)",,13 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.wadahei.com/asakusa1.html,,,,,"점심 연회/음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/7796234.jpg,,,,,,,,,,,,,,,,,,,,
とり幸,Torisou,https://retty.me/area/PRE13/ARE9/SUB902/100000096918/,03-3874-3543,"쌀 그릇, 뜨거운 냄비, 닭고기 요리",,불규칙한 휴일,"점심:-
저녁 식사 : ~ 6,000 엔",,"3-33-7 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 7 분 거리 (490m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 9 분 (680m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (1.1km)에서 도보 14 분",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,흡연 허용,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2272297.jpg,,,,,,,,,,,,https://www.facebook.com/%E6%B5%85%E8%8D%89-%E3%81%A8%E3%82%8A%E5%B9%B8-114847988605271/home,,,,,,,,
鳥なお,새 나오,https://retty.me/area/PRE13/ARE9/SUB902/100001187468/,03-3843-5805,야키토리 이자카야,"[tue-fri/전 휴일 전]
 17:30-25:00 L.O. 24:00
[태양, 토요일, 휴일]
 17:00-23:00 L.O. 22:30",매주 월요일,"점심:-
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","Isayo Building 1f, 1-5-9 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역 (120m)에서 도보로 2 분
Tsukuba Express / Asakusa 역에서 도보로 4 분 (300m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (420m)",없음,"14 석
(카운터에서만 14 석)","예
(14 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.",,,술을 마실 수 있으면 와인 저녁 식사 저녁 식사를 마실 수 있습니다,없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34987595.jpg,,,,,사용 가능한 예약,,불가능합니다,,없음,불가능합니다,,https://www.facebook.com/torinao.asakasa/,"차분한 분위기
골목을 향합니다",축하 가능성,,,,,,
納涼ハレテラス エキビア スカイツリービュー,여름 헤일 테라스 Ekivia Skytree View,https://retty.me/area/PRE13/ARE9/SUB902/100001287164/,03-3842-5755,이자카야,"[하루 종일]
저녁 식사 17:00-22:00 L.O. 21:00
[태양, 토요일, 휴일]
점심 11:00-15:00 L.O. 14:00
*2019 년 7 월 27 일 토요일, Sumida River 불꽃 놀이 축제 예정일 인 우리는 사전 예약으로 완전히 예약됩니다.","하루 종일 개점
*개장 기간*
2019/5/20 (월) -2019/9/1 (Sun)","점심 : ~ 5,000 엔
저녁 식사 : ~ 5,000 엔",,"1-4-1 Hanakawado, Taito-Ku, 도쿄 Eximise 옥상 Asakusa Hare Terrace
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 1 분 (75m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (680m)
Toei Asakusa Line / Honjo Azumabashi Station에서 도보 9 분 (720m)","없음
근처 (할인 없음) 사용 가능",160 석,,"(흡연 부스는 지정된 지역에서 구입할 수 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,우리는 야채 요리와 고기 요리에 대해 특별합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","점심으로 점심으로 먹는 린 링크 연회/음료 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001287164/archive/908913-5cd256f700efc.jpg,,,,"3,000 엔에서 3,999 엔으로 인한 싱글 링크와 4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크, 2 시간 반 동안 싱글 링크를 포함하는 코스가 포함 된 코스가 있습니다.",,"예
유아 및 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있고, 알레르기 음식을 수용 할 수 있고, 보육 시설 이용 가능",,언어를 말할 수있는 직원이 있습니다,,불가능합니다,,,"보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
나이트 뷰를 볼 수 있습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성",,"Suica, Manaca, Toica, Pitapa, Hayakane, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay, AU 지갑",,,,
居酒屋房,이자카야 보쿠,https://retty.me/area/PRE13/ARE9/SUB902/100000098512/,03-3845-7578,이자카야 템포라 사시미 장어,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일 및 공휴일]
 11:30-14:30
 18:00-22:00",매월 두 번째 화요일 매주 수요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,"2-14-11 아사쿠사, 타이토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (98m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 8 분 (630m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 9 분 거리 (690m)",,,,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,"점심, 저녁, 저녁 식사, 맛있는 레스토랑, 싼 레스토랑, 흡연 허용, 급여 지불 지불 수락",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27707030.jpg,PayPay,,,,,,,,,,,,,,,,,,,
